ID,Neonic,Conc,Group,Lin,HatchDate,IntoPints,PupDate,DeathPreRX,DeathPostRX,TimePostRX,EclosDate,OEScore,Sex,WeightEclos,Day1Amount,Day2Amount,Day3Amount,Day4Amount,Day5Amount,TotalAmount,AverageAmount,Day2Loss,Day3Loss,Day4Loss,Day5Loss,Day2PerLoss,Day3PerLoss,Day4PerLoss,Day5PerLoss,WeightPostCages,SurvivedRX,FeedingDayDeath,DeathResultofRX,DateFirstFeeding,DateIntoCages,Matings,NumberMated,DateInOv,DateOutOV,Eggs,EggScore,Contact,Feeding,Flying,Mating,Notes
325,IM,386,IM500,A,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,6/1/2019,0,M,0.6622,0.1515,0.1229,0.1302,0.1567,0.1262,0.6875,0.1375,0.0485,0.0346,0.0562,-0.0171,0.078682674,0.060926219,0.105381586,-0.035841543,0.5472,1,,,6/4/2019,6/14/2019,0,,,,,,20,600,9,0,
326,IM,386,IM500,A,5/12/2019,5/14/2019,5/23/2019,,6/22/2019,18,6/1/2019,0,F,0.5082,0.1931,0.2475,0.254,0.2576,0.2582,1.2104,0.24208,0.0052,0.0147,-0.0024,-0.0147,0.010899183,0.031150668,-0.005249344,-0.031984334,0.3789,1,,,6/4/2019,6/14/2019,1,,,,,,2,0,27,0,
327,IM,386,IM500,A,5/12/2019,5/14/2019,5/23/2019,,6/24/2019,20,6/1/2019,0,M,0.6024,0.1402,0.2032,0.0765,0.1264,0.1747,0.721,0.1442,0.024,0.0088,0.0526,-0.0047,0.044052863,0.016897081,0.102734375,-0.010230736,0.5485,1,,,6/4/2019,6/14/2019,5,,,,,,0,0,10,1200,
328,IM,386,IM500,A,5/12/2019,5/14/2019,5/23/2019,,6/30/2019,25,6/1/2019,0,M,0.603,0.1431,0.2121,0.1131,0.1581,0.1509,0.7773,0.15546,0.0117,0.014,0.0295,-0.0026,0.021546961,0.026350461,0.05702687,-0.005330053,0.5113,1,,,6/5/2019,6/14/2019,1,,,,,,0,600,4,0,
329,IM,386,IM500,A,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,28,6/2/2019,0,F,0.6639,0.1452,0.2834,0.3444,0.3303,0.3421,1.4454,0.28908,0.028,-0.0006,-0.0268,-0.0317,0.04576659,-0.001027749,-0.045859001,-0.051865183,0.7087,1,,,6/5/2019,6/14/2019,1,,,,,,5,0,22,0,
330,IM,386,IM500,A,5/12/2019,5/15/2019,5/21/2019,,7/7/2019,33,5/31/2019,0,F,0.4792,0.162,0.0551,0.1815,0.1669,0.1818,0.7473,0.14946,-0.0101,0.0368,0.0105,-0.0284,-0.023703356,0.08436497,0.026289434,-0.073026485,0.4901,1,,,6/4/2019,6/14/2019,3,3,6/24/2019,6/27/2019,2,3,120,1200,30,900,
331,IM,386,IM500,A,5/12/2019,5/15/2019,5/24/2019,,6/30/2019,25,6/1/2019,0,F,0.3152,0.1166,0.178,0.1663,0.2101,0.1569,0.8279,0.16558,-0.005,-0.0124,-0.0147,-0.0272,-0.019062143,-0.046389824,-0.05255631,-0.092391304,0.3801,1,,,6/5/2019,6/14/2019,2,,,,,,0,0,24,1200,
332,IM,386,IM500,B,5/12/2019,5/14/2019,5/25/2019,6/6/2019,,,6/6/2019,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
333,IM,386,IM500,B,5/12/2019,5/14/2019,5/22/2019,,6/26/2019,22,6/1/2019,0,M,0.6703,0.0655,0.0667,0.1294,0.1467,0.0868,0.4951,0.09902,0.0396,0.0364,0.0767,-0.1127,0.064171123,0.063030303,0.141748291,-0.242678725,0.5147,1,,,6/4/2019,6/14/2019,0,,,,,,20,780,13,0,
334,IM,386,IM500,B,5/12/2019,5/14/2019,5/22/2019,,7/9/2019,34,6/2/2019,0,F,0.5802,0.0381,0.1572,0.1324,0.217,0.2485,0.7932,0.15864,0.0759,-0.0145,0.0475,-0.0524,0.137774551,-0.030526316,0.097037794,-0.118552036,0.7908,1,,,9/5/2019,6/14/2019,1,,,,,,13,600,22,120,
335,IM,386,IM500,B,5/12/2019,5/14/2019,5/23/2019,,7/9/2019,34,6/1/2019,0,F,0.616,0.1144,0.1511,0.0931,0.1987,0.1361,0.6934,0.13868,0.0219,0.0077,0.0566,-0.0282,0.042066846,0.015440144,0.115274949,-0.064917127,0.7861,1,,,6/5/2019,6/14/2019,0,,,,,,2,540,64,0,
336,IM,386,IM500,B,5/12/2019,5/14/2019,5/22/2019,,7/7/2019,32,6/2/2019,0,F,0.5879,0.0604,0.0744,0.1108,0.1849,0.2379,0.6684,0.13368,0.0424,0.0284,0.0636,-0.0262,0.076012908,0.055102833,0.130595483,-0.061880019,0.6308,1,,,6/5/2019,6/14/2019,4,4,6/24/2019,6/27/2019,93,3,0,0,75,1200,
337,IM,386,IM500,B,5/12/2019,5/14/2019,5/23/2019,,7/8/2019,34,5/31/2019,0,F,0.379,0.1413,0.0896,0.1589,0.208,0.196,0.7938,0.15876,-0.0279,0.0287,0.0066,-0.0184,-0.085425597,0.080959097,0.020257827,-0.05764411,0.493,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,0,0,
338,IM,386,IM500,B,5/12/2019,5/15/2019,5/21/2019,,7/18/2019,43,6/1/2019,0,F,0.5891,0.1718,0.2368,0.2572,0.2728,0.2667,1.2053,0.24106,0.0041,-0.0088,0.0069,-0.0355,0.00829288,-0.017948195,0.013824885,-0.072125152,0.9084,1,,,6/5/2019,6/14/2019,4,,,,,,10,0,7,2400,
339,IM,386,IM500,B,5/12/2019,5/15/2019,5/22/2019,,7/8/2019,33,6/2/2019,0,F,0.5838,0.0993,0.1503,0.1387,0.2776,0.1875,0.8534,0.17068,0.0198,0.0063,0.0271,-0.0403,0.035856574,0.011833208,0.05151112,-0.080761523,0.6126,1,,,6/5/2019,6/14/2019,4,4,6/21/2019,6/24/2019,200,1,0,0,10,1200,
340,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,,6/14/2019,10,5/31/2019,0,F,0.5071,0.1096,0.0629,0.0622,0.09,0.0576,0.3823,0.07646,0.0038,0.0456,0.089,-0.008,0.00839408,0.101581644,0.220679395,-0.025453388,,0,5,1,6/4/2019,,,,,,,,,,,,
341,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,32,6/1/2019,0,F,0.623,0.1135,0.1215,0.1351,0.1923,0.2067,0.7691,0.15382,0.0588,0.0248,0.0118,-0.002,0.100840336,0.047301163,0.023623624,-0.004100882,0.7844,1,,,6/4/2019,6/14/2019,2,,,,,,0,60,12,600,
342,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,22,6/1/2019,0,M,0.639,0.1237,0.1606,0.0287,0.1205,0.185,0.6185,0.1237,0.013,-0.0046,0.0838,-0.026,0.025028879,-0.009083728,0.163992172,-0.060861423,0.4983,1,,,6/5/2019,6/14/2019,1,,,,,,0,0,10,1200,
343,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,22,5/31/2019,0,F,0.5476,0.1286,0.1012,0.1231,0.11,0.1337,0.5966,0.11932,0.0132,0.0263,0.0608,0.0301,0.027182867,0.055673158,0.136292311,0.078120945,0.5381,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,78,0,
344,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,20,,,,
345,IM,386,IM500,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.5408,0.0992,0.0713,0.1664,0.1818,0.1493,0.668,0.1336,0.0388,0.0281,0.0297,-0.009,0.078685865,0.061853401,0.069685594,-0.022698613,0.6136,1,,,6/4/2019,6/14/2019,0,,,,,,0,120,2,0,
346,IM,386,IM500,D,5/12/2019,5/15/2019,5/23/2019,,7/5/2019,31,6/1/2019,0,F,0.6179,0.1615,0.0881,0.1488,0.1321,0.2313,0.7618,0.15236,0.0124,0.026,0.0277,-0.0252,0.021935256,0.047024778,0.052571645,-0.050480769,0.7098,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,10,0,
347,IM,386,IM500,F,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,23,6/1/2019,0,M,0.6952,0.1407,0.1843,0.2284,0.2255,0.2469,1.0258,0.20516,0.0341,0.0079,0.0201,-0.0327,0.058651531,0.014434497,0.037263626,-0.062969382,0.4924,1,,,6/5/2019,6/14/2019,1,,,,,,3,600,58,600,
348,IM,386,IM500,F,5/12/2019,5/14/2019,5/22/2019,,6/14/2019,9,6/1/2019,0,M,0.5464,0.1177,0.1616,0.1615,0.0444,,0.4852,0.1213,0.015,0.004,-0.0106,,0.029994001,0.008245723,-0.022032841,,,0,4,1,6/5/2019,,,,,,,,,,,,
349,IM,386,IM500,F,5/12/2019,5/14/2019,5/21/2019,,6/28/2019,24,6/1/2019,0,M,0.6868,0.1496,0.0925,0.1399,0.1873,0.1634,0.7327,0.14654,0.0593,0.0396,0.0192,-0.0066,0.095645161,0.070626003,0.036845135,-0.01315003,0.5341,1,,,6/4/2019,6/14/2019,1,,,,,,600,600,20,0,
350,IM,386,IM500,F,5/12/2019,5/14/2019,5/22/2019,,7/6/2019,32,5/31/2019,0,F,0.5336,0.1359,0.0756,0.1587,0.164,0.1816,0.7158,0.14316,0.0156,0.0319,0.0179,-0.0103,0.031771894,0.067101388,0.040360767,-0.024201128,0.7104,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,2,480,
351,IM,386,IM500,F,5/12/2019,5/14/2019,5/22/2019,,7/10/2019,35,6/1/2019,0,F,0.6506,0.1501,0.1602,0.1943,0.2075,0.2708,0.9829,0.19658,0.0173,0.0087,0.0383,-0.0409,0.031500364,0.016356458,0.073203364,-0.084347288,0.69,1,,,6/5/2019,6/14/2019,1,,,,,,2,0,67,0,
352,IM,386,IM500,F,5/12/2019,5/15/2019,5/23/2019,,7/16/2019,41,6/1/2019,0,F,0.7391,0.0828,0.1553,0.1358,0.1855,0.1812,0.7406,0.14812,0.0481,0.0171,0.0313,-0.0146,0.074515879,0.028624037,0.053937618,-0.026593807,0.9,1,,,6/5/2019,6/14/2019,2,,,,,,0,180,0,600,
353,IM,386,IM500,F,5/12/2019,5/15/2019,5/23/2019,,7/7/2019,33,6/1/2019,0,M,0.7928,0.0963,0.0982,0.18,0.1886,0.2214,0.7845,0.1569,0.0703,0.0489,0.0391,-0.0237,0.096340962,0.074158326,0.064045864,-0.041477074,0.9365,1,,,6/4/2019,6/14/2019,1,,,,,,0,120,24,0,
354,IM,386,IM500,G,5/12/2019,5/15/2019,5/22/2019,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
355,IM,386,IM500,G,5/12/2019,5/15/2019,5/22/2019,,7/11/2019,37,5/31/2019,0,F,0.5764,0.0876,0.1161,0.1257,0.191,0.1465,0.6669,0.13338,0.0327,0.0182,0.0115,-0.0039,0.061628345,0.036553525,0.023973317,-0.008329774,0.7534,1,,,6/4/2019,6/14/2019,3,3,6/21/2019,6/24/2019,0,0,0,420,32,1200,
356,IM,386,IM500,G,5/12/2019,5/15/2019,5/23/2019,,7/5/2019,30,6/2/2019,0,M,0.565,0.1419,0.1932,0.1619,0.1898,0.1898,0.8766,0.17532,0.0062,0.0111,0.0196,-0.0448,0.011344922,0.020544142,0.037037037,-0.087912088,0.6146,1,,,6/5/2019,6/14/2019,2,,,,,,25,300,82,0,
357,IM,386,IM500,G,5/12/2019,5/15/2019,5/21/2019,,7/13/2019,39,5/31/2019,0,F,0.6244,0.1487,0.1098,0.1854,0.2199,0.212,0.8758,0.17516,0.0216,0.0273,0.007,-0.022,0.037981361,0.04989947,0.013466718,-0.042901716,1.0291,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,0,0,
358,IM,386,IM500,G,5/12/2019,5/15/2019,5/22/2019,,6/15/2019,11,5/31/2019,0,F,0.4965,0.1057,0.0931,0.1113,0.1115,0.1051,0.5267,0.10534,0.0195,0.0406,0.0343,-0.0031,0.044147612,0.096162956,0.089884696,-0.008926001,,1,,1,6/4/2019,6/14/2019,0,,,,,,,,,,
359,IM,386,IM500,G,5/12/2019,5/15/2019,5/23/2019,,6/24/2019,20,5/31/2019,0,M,0.5623,0.1447,0.1392,0.1708,0.1837,0.1617,0.8001,0.16002,0.0191,0.0201,0.0295,-0.0344,0.036979671,0.040410133,0.061805992,-0.076820009,0.4969,1,,,6/4/2019,6/14/2019,0,,,,,,20,180,50,240,
360,IM,386,IM500,G,5/12/2019,5/15/2019,5/23/2019,,7/5/2019,30,6/1/2019,0,M,0.7109,0.1301,0.1875,0.15,0.2329,0.2934,0.9939,0.19878,0.0215,-0.0013,0.0348,-0.0259,0.036403657,-0.002284309,0.061009818,-0.048356983,0.7351,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,40,0,
