ID,Neonic,Conc,Group,Lin,HatchDate,IntoPints,PupDate,DeathPreRX,DeathPostRX,TimePostRX,EclosDate,OEScore,Sex,WeightEclos,Day1Amount,Day2Amount,Day3Amount,Day4Amount,Day5Amount,TotalAmount,AverageAmount,Day2Loss,Day3Loss,Day4Loss,Day5Loss,Day2PerLoss,Day3PerLoss,Day4PerLoss,Day5PerLoss,WeightPostCages,SurvivedRX,FeedingDayDeath,DeathResultofRX,DateFirstFeeding,DateIntoCages,Matings,NumberMated,DateInOv,DateOutOV,Eggs,EggScore,Contact,Feeding,Flying,Mating,Notes
164,CL,531,CL500,D,5/12/2019,5/15/2019,5/23/2019,,7/1/2019,27,5/31/2019,0,F,0.5163,0.1664,0.2074,0.1529,0.1802,0.1026,0.8095,0.1619,,0.0096,0.0492,-0.1196,,0.02123424,0.111186441,-0.304093567,0.5684,1,,,6/4/2019,6/14/2019,1,,,,,,8,0,229,0,
165,CL,531,CL500,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.5318,0.0856,0.1585,0.1462,0.2132,0.1528,0.7563,0.15126,0.0149,0.0017,0.0333,-0.0345,0.030464118,0.003584985,0.07047619,-0.078551913,0.6859,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,619,600,
166,CL,531,CL500,D,5/12/2019,5/15/2019,5/24/2019,,6/27/2019,22,6/1/2019,0,M,0.4667,0.1315,0.1236,0.1345,0.11,0.1237,0.6233,0.12466,0.0074,0.0109,0.0431,-0.0146,0.01775006,0.026617827,0.10812845,-0.041068917,0.3889,1,,,6/5/2019,6/14/2019,4,,,,,,0,0,33,0,
167,CL,531,CL500,F,5/12/2019,5/14/2019,5/22/2019,,7/13/2019,39,6/1/2019,0,F,0.6744,0.038,0.1214,0.088,0.1508,0.1863,0.5845,0.1169,0.0628,0.0164,0.0364,-0.0097,0.101421189,0.029475198,0.067407407,-0.019261319,0.8591,1,,,6/4/2019,6/14/2019,5,5,6/21/2019,6/24/2019,359,2,15,120,77,210,
168,CL,531,CL500,F,5/12/2019,5/14/2019,,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
169,CL,531,CL500,F,5/12/2019,5/14/2019,5/22/2019,,6/26/2019,22,6/1/2019,0,M,0.6008,0.0628,0.105,0.123,0.0818,0.1204,0.493,0.0986,0.0466,0.0258,0.0519,0.0274,0.084100343,0.050837438,0.107743409,0.063750582,0.4742,1,,,6/4/2019,6/14/2019,0,,,,,,0,2,10,0,
170,CL,531,CL500,F,5/12/2019,5/14/2019,5/23/2019,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
171,CL,531,CL500,F,5/12/2019,5/15/2019,5/24/2019,,7/12/2019,37,6/2/2019,0,F,0.6172,0.106,0.136,0.167,0.1908,0.1258,0.7256,0.14512,0.0333,0.0265,0.0002,-0.002,0.057652355,0.048686386,0.00038625,-0.003863988,0.8282,1,,,6/5/2019,6/14/2019,1,,,,,,0,0,0,0,
172,CL,531,CL500,F,5/12/2019,5/15/2019,5/23/2019,,7/6/2019,32,5/31/2019,0,F,0.6411,0.1066,0.1578,0.1955,0.1974,0.183,0.8403,0.16806,0.0877,0.014,0.0195,-0.0191,0.154428597,0.029154519,0.041827542,-0.042758003,0.6751,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,30,0,
173,CL,531,CL500,F,5/12/2019,5/15/2019,5/21/2019,,7/4/2019,30,5/30/2019,0,F,0.5618,0.0722,0.0647,0.1043,0.1046,0.0877,0.4335,0.0867,0.0355,0.0182,0.0348,0.0111,0.0728504,0.040283311,0.080258303,0.027833501,0.5903,1,,,6/4/2019,6/14/2019,1,,,,,,0,600,51,0,
174,CL,531,CL500,G,5/12/2019,5/15/2019,5/23/2019,,7/3/2019,28,6/1/2019,0,M,0.581,0.1094,0.1303,0.2054,0.1677,0.1932,0.806,0.1612,0.0166,0.0178,0.0459,-0.0049,0.033213285,0.036837748,0.098624839,-0.011680572,0.5761,1,,,6/5/2019,6/14/2019,2,,,,,,5,0,60,1200,
175,CL,531,CL500,G,5/12/2019,5/15/2019,5/22/2019,,7/16/2019,42,6/1/2019,0,F,0.6367,0.1324,0.1381,0.1409,0.1536,0.175,0.74,0.148,0.054,0.0821,-0.0165,-0.0136,0.093636206,0.157069064,-0.037448933,-0.029752789,0.7478,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,17,0,
176,CL,531,CL500,G,5/12/2019,5/15/2019,5/23/2019,,6/27/2019,23,6/1/2019,0,F,0.5569,0.0884,0.1315,0.1332,0.1628,0.1704,0.6863,0.13726,0.055,0.016,0.0303,-0.02,0.104463438,0.033934252,0.066520307,-0.047036689,0.5578,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,145,0,
177,CL,531,CL500,G,5/12/2019,5/15/2019,5/23/2019,,7/21/2019,47,5/31/2019,0,F,0.5712,0.1424,0.2291,0.1698,0.163,0.22,0.9243,0.18486,0.0101,0.0026,0.012,-0.0017,0.018867925,0.004950495,0.022962113,-0.003329416,0.7825,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,0,600,
178,CL,531,CL500,G,5/12/2019,5/15/2019,5/22/2019,,7/8/2019,33,6/1/2019,0,F,0.6499,0.1971,0.1972,0.232,0.2721,0.2588,1.1572,0.23144,0.0167,0.0198,0.0024,-0.0226,0.03003057,0.036707453,0.004618938,-0.043696829,0.8145,1,,,6/5/2019,6/14/2019,5,,,,,,0,30,5,1800,
179,CL,531,CL500,G,5/12/2019,5/15/2019,5/24/2019,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
180,CL,531,CL500,G,5/12/2019,5/15/2019,5/23/2019,,7/3/2019,28,6/2/2019,0,F,0.5503,0.1001,0.1262,0.1804,0.1929,0.2201,0.8197,0.16394,0.0226,0.0255,0.0145,-0.0269,0.044505711,0.052555647,0.03154231,-0.060422282,0.7125,1,,,6/5/2019,6/14/2019,3,3,6/24/2019,6/27/2019,203,3,0,0,83,0,
181,IM,0,IM0,A,5/12/2019,5/14/2019,5/21/2019,,7/7/2019,33,5/31/2019,0,F,0.6326,0.1526,0.1192,0.2591,0.2593,0.2783,1.0685,0.2137,0.0146,0.0221,0.0242,-0.0139,0.026415777,0.041070433,0.046899225,-0.028263522,0.7836,1,,,6/4/2019,6/14/2019,6,6,6/21/2019,6/24/2019,498,2,65,0,26,1200,
182,IM,0,IM0,A,5/12/2019,5/14/2019,5/22/2019,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
183,IM,0,IM0,A,5/12/2019,5/14/2019,5/24/2019,,6/25/2019,20,6/2/2019,0,M,0.6968,0.0661,0.1828,0.0878,0.2632,0.2439,0.8438,0.16876,0.0432,0.0037,0.047,-0.041,0.067892504,0.006238408,0.079742111,-0.075589971,0.5721,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,15,0,
184,IM,0,IM0,A,5/12/2019,5/14/2019,5/22/2019,,7/9/2019,34,6/2/2019,0,F,0.5669,0.0763,0.1415,0.1233,0.2441,0.2244,0.8096,0.16192,0.056,0.0053,0.0332,-0.0556,0.106911035,0.011329628,0.071783784,-0.129513161,0.7634,1,,,6/5/2019,6/14/2019,1,,,,,,3,0,5,600,
185,IM,0,IM0,A,5/12/2019,5/14/2019,5/22/2019,,6/20/2019,15,6/2/2019,0,M,0.586,0.0426,0.1059,0.1136,0.1805,0.1346,0.5772,0.11544,0.0371,0.0111,0.0599,-0.0221,0.069177699,0.022235577,0.122720754,-0.051611397,,1,,,6/5/2019,6/14/2019,3,,,,,,40,0,65,600,
186,IM,0,IM0,A,5/12/2019,5/14/2019,5/22/2019,,7/16/2019,41,6/1/2019,0,F,0.6283,0.1406,0.1753,0.131,0.2537,0.3295,1.0301,0.20602,0.0127,0.0174,0.0295,-0.0217,0.023791682,0.033390904,0.058566607,-0.045761282,0.602,1,,,6/5/2019,6/14/2019,7,7,6/24/2019,6/27/2019,69,3,0,0,62,1200,
187,IM,0,IM0,A,5/12/2019,5/15/2019,5/22/2019,,6/28/2019,23,5/31/2019,0,M,0.5798,0.1287,0.0992,0.156,0.2551,0.2289,0.8679,0.17358,0.0182,0.0221,0.049,-0.0356,0.035897436,0.045212766,0.104992501,-0.085228633,,1,,,6/5/2019,6/14/2019,0,,,,,,0,600,10,0,
188,IM,0,IM0,A,5/12/2019,5/15/2019,5/22/2019,,7/20/2019,46,6/1/2019,0,F,0.7355,0.0521,0.1064,0.2037,0.1306,0.3691,0.8619,0.17238,0.0745,0.0287,0.0375,-0.0086,0.107845976,0.04656823,0.063818924,-0.015633521,1.1939,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,10,0,
189,IM,0,IM0,B,5/12/2019,5/14/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
190,IM,0,IM0,B,5/12/2019,5/14/2019,5/23/2019,,6/26/2019,21,6/2/2019,0,M,0.7277,0.1903,0.0614,0.0498,0.2648,0.3303,0.8966,0.17932,-0.0515,0.0335,0.0852,-0.0756,-0.090796897,0.05414579,0.145591251,-0.1512,0.5013,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,30,0,
191,IM,0,IM0,B,5/12/2019,5/14/2019,,5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
192,IM,0,IM0,B,5/12/2019,5/14/2019,5/24/2019,,7/10/2019,35,6/2/2019,0,M,0.7799,0.0344,0.1545,0.0949,0.2795,0.1358,0.6991,0.13982,0.0589,0.0271,0.0544,-0.0326,0.081084802,0.040599251,0.084946908,-0.055631399,0.6885,1,,,6/5/2019,6/14/2019,1,,,,,,180,0,5,0,
193,IM,0,IM0,B,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,6/1/2019,0,M,0.6922,0.0555,0.1344,0.0966,0.2002,0.2566,0.7433,0.14866,0.0692,0.0288,0.0232,-0.0244,0.103453431,0.048024012,0.04063759,-0.044549936,0.5363,1,,,6/4/2019,6/14/2019,0,,,,,,0,600,22,0,
194,IM,0,IM0,B,5/12/2019,5/15/2019,5/24/2019,,7/15/2019,41,6/1/2019,0,F,0.5893,0.097,0.2071,0.3012,0.2677,0.3454,1.2184,0.24368,0.0432,0.0115,0.0171,-0.0382,0.077433232,0.022343112,0.033982512,-0.078584653,,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,48,600,
195,IM,0,IM0,B,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,28,6/2/2019,0,F,0.7234,0.1472,0.2248,0.0919,0.2924,0.3249,1.0812,0.21624,0.0535,0.0073,0.0585,-0.0599,0.082625483,0.012289562,0.099710244,-0.113404014,0.8,1,,,6/5/2019,6/14/2019,5,5,6/21/2019,6/24/2019,399,1,0,0,0,1800,
196,IM,0,IM0,D,5/12/2019,5/15/2019,5/22/2019,,7/10/2019,36,5/31/2019,0,F,0.5485,0.0894,0.1214,0.1927,0.1542,0.1977,0.7554,0.15108,0.0123,0.0306,0.0206,-0.0079,0.024274719,0.061893204,0.044415696,-0.01782491,0.7911,1,,,6/4/2019,6/14/2019,1,,,,,,0,180,15,0,
197,IM,0,IM0,D,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,F,0.6517,0.1509,0.1355,0.1333,0.2087,0.2034,0.8318,0.16636,0.026,0.0431,0.0104,-0.0209,0.04170008,0.072133891,0.018759019,-0.038419118,0.6561,1,,,6/4/2019,6/14/2019,0,,,,,,0,0,5,0,
198,IM,0,IM0,D,5/12/2019,5/15/2019,5/22/2019,,6/17/2019,12,6/1/2019,0,F,0.5436,0.092,0.1769,0.1032,0.2038,0.1903,0.7662,0.15324,0.0266,-0.017,0.0344,-0.0375,0.057538395,-0.039017673,0.075988513,-0.089648578,,1,,0,6/5/2019,6/14/2019,2,,,,,,3,,2,1200,
199,IM,0,IM0,D,5/12/2019,5/15/2019,5/23/2019,,6/20/2019,16,6/1/2019,0,M,0.7954,0.156,0.1563,0.1484,0.2092,0.2622,0.9321,0.18642,0.0492,0.0702,0.0569,-0.0171,0.064137661,0.097785207,0.087849313,-0.028943805,,1,,,6/4/2019,6/14/2019,2,,,,,,5,0,0,600,
200,IM,0,IM0,D,5/12/2019,5/15/2019,5/21/2019,,7/3/2019,29,6/1/2019,0,M,0.604,0.0718,0.0922,0.1071,0.0955,0.1063,0.4729,0.09458,0.0519,0.0269,0.0818,0.0225,0.089022298,0.050649595,0.162237207,0.053267045,0.6029,1,,,6/4/2019,6/14/2019,0,,,,,,28,1200,30,600,
201,IM,0,IM0,D,5/12/2019,5/15/2019,5/23/2019,,7/5/2019,30,6/2/2019,0,M,0.7519,0.0556,0.1206,0.1445,0.1671,0.1996,0.6874,0.13748,0.0675,-0.0008,0.06,-0.0161,0.097613883,-0.001282051,0.09603073,-0.028505666,0.6717,1,,,6/5/2019,6/14/2019,2,,,,,,5,0,92,0,
202,IM,0,IM0,D,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,30,6/1/2019,0,F,0.7146,0.0947,0.1346,0.0848,0.1455,0.1272,0.5868,0.11736,0.0484,0.0086,0.0658,0.0233,0.082242991,0.015922977,0.123800564,0.05003221,0.6168,1,,,6/5/2019,6/14/2019,5,5,6/24/2019,6/27/2019,187,2,0,0,32,0,
203,IM,0,IM0,F,5/12/2019,5/14/2019,5/23/2019,,7/4/2019,29,6/1/2019,0,M,0.6709,0.1265,0.2118,0.2739,0.2607,0.2235,1.0964,0.21928,0.0388,-0.0094,0.0252,-0.0283,0.06478544,-0.016782717,0.044249342,-0.051993386,0.5282,1,,,6/5/2019,6/14/2019,5,,,,,,0,0,0,1080,
204,IM,0,IM0,F,5/12/2019,5/14/2019,5/23/2019,,7/6/2019,31,6/1/2019,0,M,0.6076,0.0657,0.0995,0.0903,0.2094,0.0829,0.5478,0.10956,0.0572,-0.0016,0.0371,-0.0341,0.108621344,-0.003408607,0.078768577,-0.078589537,0.5442,1,,,6/5/2019,6/14/2019,4,,,,,,80,0,123,602,
205,IM,0,IM0,F,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,29,5/31/2019,0,F,0.5836,0.0659,0.1247,0.1767,0.1526,0.1952,0.7151,0.14302,0.0378,0.0177,0.017,-0.02,0.06943424,0.034938808,0.034771937,-0.042381861,0.6357,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,0,0,
206,IM,0,IM0,F,5/12/2019,5/14/2019,5/21/2019,,7/9/2019,35,5/31/2019,0,F,0.5907,0.1451,0.1739,0.192,0.1956,0.1833,0.8899,0.17798,0.0318,0.0063,-0.0002,-0.0039,0.058327219,0.012271134,-0.0003944,-0.007687759,0.6462,1,,,6/4/2019,6/14/2019,0,,,,,,0,1500,2,0,
207,IM,0,IM0,F,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,24,6/1/2019,0,M,0.7199,0.1268,0.1618,0.2175,0.1687,0.1548,0.8296,0.16592,0.0486,0.042,0.0271,-0.0033,0.069677419,0.064724919,0.044653155,-0.005691618,0.565,1,,,6/4/2019,6/14/2019,2,,,,,,70,20,203,480,
208,IM,0,IM0,F,5/12/2019,5/15/2019,5/22/2019,,6/26/2019,22,6/1/2019,0,M,0.542,0.0673,0.1189,0.1813,0.1496,0.1453,0.6624,0.13248,0.0674,0.0307,0.0313,-0.0049,0.129341777,0.067665858,0.073995272,-0.012509574,0.4624,1,,,6/4/2019,6/14/2019,2,,,,,,0,0,271,1200,
209,IM,0,IM0,F,5/12/2019,5/15/2019,5/22/2019,,7/1/2019,27,5/31/2019,0,F,0.5238,0.111,0.117,0.1271,0.1558,0.1372,0.6481,0.12962,0.0057,0.0136,0.0041,-0.0258,0.011680328,0.028198217,0.0087476,-0.05553164,0.493,1,,,6/4/2019,6/14/2019,1,,,,,,0,300,0,600,
210,IM,0,IM0,G,5/12/2019,5/15/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.5199,0.1556,0.152,0.1733,0.1642,0.1314,0.7765,0.1553,0.0117,0.0207,0.0235,0.0221,0.025145068,0.045634921,0.054285054,0.053981436,0.6375,1,,,6/4/2019,6/14/2019,1,,,,,,55,25,50,0,
211,IM,0,IM0,G,5/12/2019,5/15/2019,5/23/2019,,6/24/2019,19,6/2/2019,0,M,0.7587,0.0335,0.1083,0.0889,0.206,0.1317,0.5684,0.11368,0.0772,0.0239,0.0998,-0.072,0.112783053,0.03935452,0.171066164,-0.148883375,0.4917,1,,,6/5/2019,6/14/2019,0,,,,,,3,1200,67,0,
212,IM,0,IM0,G,5/12/2019,5/15/2019,5/23/2019,,7/3/2019,29,5/31/2019,0,F,0.5375,0.0355,0.0578,0.0915,0.1474,0.1653,0.4975,0.0995,0.0424,0.043,0.0307,-0.0106,0.0836127,0.092532817,0.072800569,-0.027109974,,1,,,6/4/2019,6/14/2019,1,,,,,,5,0,12,1200,
213,IM,0,IM0,G,5/12/2019,5/15/2019,5/22/2019,,7/6/2019,32,5/31/2019,0,F,0.5659,0.1121,0.123,0.1651,0.1206,0.1836,0.7044,0.14088,0.0403,0.0176,-0.0164,0.0349,0.077203065,0.036537264,-0.035337212,0.072632674,0.6529,1,,,6/4/2019,6/14/2019,3,,,,,,10,600,148,600,
214,IM,0,IM0,G,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,F,0.5924,0.0615,0.1194,0.1663,0.163,0.1808,0.691,0.1382,0.0593,0.0114,0.0128,-0.026,0.106063316,0.022809124,0.026208026,-0.054667788,0.6798,1,,,6/4/2019,6/14/2019,1,,,,,,600,360,44,0,
215,IM,0,IM0,G,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,23,5/31/2019,0,M,0.6229,0.0847,0.1279,0.1458,0.1663,0.2099,0.7346,0.14692,0.0444,0.0262,0.0377,-0.0118,0.075561607,0.048232695,0.072920696,-0.024619236,,1,,,6/4/2019,6/14/2019,0,,,,,,0,600,0,0,
216,IM,0,IM0,G,5/12/2019,5/15/2019,5/22/2019,,7/10/2019,35,6/2/2019,0,F,0.6702,0.0785,0.169,0.1043,0.2246,0.2265,0.8029,0.16058,-0.0233,-0.0066,0.0364,-0.0324,-0.04533956,-0.012285927,0.066936374,-0.063854947,0.7617,1,,,6/5/2019,6/14/2019,1,,,,,,5,0,5,0,
217,IM,15,IM025,A,5/12/2019,5/14/2019,5/21/2019,,7/5/2019,31,5/31/2019,0,F,0.5703,0.0922,0.1767,0.2278,0.29,0.3295,1.1162,0.22324,0.0241,0.0042,0.0206,-0.0278,0.045114189,0.00823368,0.04071951,-0.057284154,,1,,,6/4/2019,6/14/2019,0,,,,,,0,600,0,0,
218,IM,15,IM025,A,5/12/2019,5/14/2019,5/21/2019,,7/5/2019,31,5/31/2019,0,F,0.5464,0.0897,0.1571,0.2167,0.2728,0.2855,1.0218,0.20436,0.0202,0.0029,0.0136,-0.0238,0.039834352,0.005956048,0.028099174,-0.050595238,0.6927,1,,,6/4/2019,6/14/2019,5,5,6/21/2019,6/24/2019,478,1,5,0,5,1200,
219,IM,15,IM025,A,5/12/2019,5/14/2019,5/22/2019,,7/13/2019,39,5/31/2019,0,F,0.542,0.1667,0.0846,0.1593,0.2885,0.2493,0.9484,0.18968,-0.0131,0.0431,0.0101,-0.0505,-0.025807723,0.08277319,0.021147404,-0.10802139,0.7716,1,,,6/4/2019,6/14/2019,0,,,,,,3,300,10,0,
220,IM,15,IM025,A,5/12/2019,5/14/2019,5/22/2019,,6/27/2019,22,6/2/2019,0,F,0.6414,0.0467,0.1068,0.1555,0.2416,0.2443,0.7949,0.15898,0.0522,0.0365,0.0474,-0.0609,0.085883514,0.065694744,0.091311886,-0.129107484,0.6147,1,,,6/5/2019,6/14/2019,0,,,,,,20,300,5,0,
221,IM,15,IM025,A,5/12/2019,5/14/2019,,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
222,IM,15,IM025,A,5/12/2019,5/15/2019,5/22/2019,,7/21/2019,46,6/2/2019,0,F,0.5724,0.1299,0.2219,0.1764,0.2716,0.3074,1.1072,0.22144,-0.0183,0.0432,0.0414,-0.0413,-0.034256833,0.078190045,0.081288042,-0.088266724,0.8317,1,,,6/5/2019,6/14/2019,2,,,,,,2,0,0,1200,
223,IM,15,IM025,A,5/12/2019,5/15/2019,5/22/2019,,6/25/2019,20,6/2/2019,0,M,0.6664,0.0857,0.2049,0.2166,0.2784,0.3413,1.1269,0.22538,0.0513,-0.0006,0.0262,-0.0178,0.081739962,-0.001041124,0.04541515,-0.032322499,0.4612,1,,,6/5/2019,6/14/2019,1,,,,,,30,0,0,600,
224,IM,15,IM025,B,5/12/2019,5/14/2019,5/22/2019,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
225,IM,15,IM025,B,5/12/2019,5/14/2019,5/23/2019,,7/1/2019,26,6/1/2019,0,M,0.6123,0.1627,0.2097,0.2417,0.1917,0.1341,0.9399,0.18798,-0.001,0.0189,0.0188,1.00E-04,-0.001821162,0.03435739,0.035391566,0.00019516,0.5305,1,,,6/5/2019,6/14/2019,4,,,,,,20,690,5,1200,
226,IM,15,IM025,B,5/12/2019,5/14/2019,5/23/2019,5/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
227,IM,15,IM025,B,5/12/2019,5/14/2019,5/23/2019,,7/5/2019,30,6/2/2019,0,M,0.6649,0.0922,0.1458,0.2044,0.3236,0.287,1.053,0.2106,0.0461,0.0178,0.0097,-0.0476,0.073854534,0.030790521,0.017312154,-0.086451144,0.5784,1,,,6/5/2019,6/14/2019,0,,,,,,23,0,10,0,
228,IM,15,IM025,B,5/12/2019,5/14/2019,5/23/2019,,7/8/2019,33,6/2/2019,0,F,0.5438,0.0889,0.1454,0.1853,0.2444,0.1698,0.8338,0.16676,0.0417,0.0062,0.019,-0.0358,0.079946319,0.012919358,0.040109774,-0.078733231,0.7237,1,,,6/5/2019,6/14/2019,3,,,,,,3,600,3,1200,
229,IM,15,IM025,B,5/12/2019,5/14/2019,5/23/2019,,6/28/2019,23,6/2/2019,0,M,0.7171,0.036,0.0904,0.1904,0.1966,0.0644,0.5778,0.11556,0.0557,0.0416,0.0256,-0.0141,0.080666184,0.065532451,0.043155765,-0.024841438,0.4964,1,,,6/5/2019,6/14/2019,5,,,,,,605,120,0,1200,
230,IM,15,IM025,B,5/12/2019,5/15/2019,5/23/2019,,6/17/2019,12,6/2/2019,0,F,0.5817,0.1022,0.067,0.1716,0.2023,0.2214,0.7645,0.1529,0.0486,0.0436,-0.0031,0.0067,0.088508468,0.087112887,-0.006784854,0.014565217,,1,,1,6/5/2019,6/14/2019,1,,,,,,7,210,16,,
231,IM,15,IM025,B,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,M,0.6677,0.111,0.0679,0.2022,0.2451,0.2435,0.8697,0.17394,0.0663,0.0467,0.0139,-0.0161,0.102283246,0.080254339,0.025971599,-0.030884328,0.5522,1,,,6/4/2019,6/14/2019,6,,,,,,850,0,78,3000,
232,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,7/3/2019,29,6/1/2019,0,F,0.6795,0.0932,0.0682,0.0119,0.1495,0.1357,0.4585,0.0917,0.0477,-0.0371,0.1297,0.0259,0.073159509,-0.061393348,0.202213907,0.050615595,0.7533,1,,,6/4/2019,6/14/2019,0,,,,,,4,0,44,0,
233,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,6/23/2019,19,5/31/2019,0,M,0.7155,0.0706,0.0521,0.1502,0.1508,0.0908,0.5145,0.1029,0.063,0.0408,0.0323,-0.0022,0.093819806,0.067050123,0.056896248,-0.004109077,0.4199,1,,,6/4/2019,6/14/2019,0,,,,,,360,600,41,0,
234,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,6/12/2019,8,6/1/2019,0,M,0.7269,0.0657,0.0977,0.1112,0.0739,,0.3485,0.087125,0.0879,0.043,0.0978,#VALUE!,0.124698539,0.069692058,0.170383275,,,0,4,1,6/4/2019,,,,,,,,,,,,
235,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,7/7/2019,33,6/1/2019,0,F,0.6566,0.1013,0.0852,0.1213,0.1336,0.1203,0.5617,0.11234,0.071,0.0368,0.0484,0.0155,0.113818532,0.066570188,0.09379845,0.03314799,0.7535,1,,,6/4/2019,6/14/2019,2,2,6/24/2019,6/27/2019,104,2,0,5,108,480,
236,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,6/28/2019,24,5/31/2019,0,F,0.6524,0.1286,0.1051,0.1693,0.178,0.2339,0.8149,0.16298,0.0509,0.0321,0.0395,-0.0148,0.084341342,0.058089034,0.075888569,-0.030769231,0.5843,1,,,6/4/2019,6/14/2019,1,,,,,,5,0,0,0,
237,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,6/27/2019,23,6/1/2019,0,M,0.6464,0.0803,0.0647,0.1513,0.1418,0.1663,0.6044,0.12088,0.088,0.0325,0.0452,0.0184,0.140620006,0.060431387,0.089451811,0.039991306,0.4963,1,,,6/4/2019,6/14/2019,1,,,,,,0,0,10,1200,
238,IM,15,IM025,D,5/12/2019,5/15/2019,5/22/2019,,7/9/2019,34,6/1/2019,0,M,0.6895,0.0869,0.1841,0.2183,0.2358,0.104,0.8291,0.16582,0.0497,-0.0012,0.0084,-0.0088,0.080122521,-0.002103049,0.014690451,-0.015619453,0.844,1,,,6/5/2019,6/14/2019,4,,,,,,0,960,266,600,
239,IM,15,IM025,F,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,29,5/31/2019,0,F,0.6702,0.101,0.0777,0.1405,0.2018,0.1984,0.7194,0.14388,0.0381,0.0412,0.0278,-0.0024,0.060911271,0.070139598,0.050897107,-0.00462963,0.729,1,,,6/4/2019,6/14/2019,3,3,8/26/1900,6/27/2019,34,3,0,0,20,1200,
240,IM,15,IM025,F,5/12/2019,5/14/2019,5/22/2019,,7/8/2019,34,5/31/2019,0,F,0.581,0.0949,0.0658,0.1161,0.1319,0.1905,0.5992,0.11984,0.0629,0.0181,0.0275,-0.0151,0.115075009,0.037419888,0.059063574,-0.034467017,0.6545,1,,,6/4/2019,6/14/2019,3,,,,,,0,300,219,0,
241,IM,15,IM025,F,5/12/2019,5/14/2019,5/22/2019,,7/5/2019,31,5/31/2019,0,F,0.6235,0.0718,0.0795,0.1057,0.1675,0.1548,0.5793,0.11586,0.0545,0.0485,0.0012,-0.0256,0.09484859,0.093251298,0.002544529,-0.054421769,0.7093,1,,,6/4/2019,6/14/2019,2,,,,,,570,20,147,600,
242,IM,15,IM025,F,5/12/2019,5/14/2019,5/23/2019,,7/4/2019,30,6/1/2019,0,F,0.507,0.0271,0.0612,0.1826,0.1778,0.1895,0.6382,0.12764,0.1339,0.0371,0.0192,0.0082,0.228303495,0.081970835,0.046209386,0.020691395,0.5312,1,,,6/4/2019,6/14/2019,3,3,6/21/2019,6/24/2019,33,1,2,1200,0,1200,
243,IM,15,IM025,F,5/12/2019,5/14/2019,5/22/2019,,7/3/2019,28,6/2/2019,0,M,0.6879,0.06,0.1252,0.0966,0.1329,0.1355,0.5502,0.11004,0.0522,0.0209,0.0518,0.0027,0.0805307,0.035067114,0.090071292,0.005159564,0.6443,1,,,6/5/2019,6/14/2019,0,,,,,,0,0,20,0,
244,IM,15,IM025,F,5/12/2019,5/15/2019,5/22/2019,,6/28/2019,23,6/1/2019,0,M,0.6657,0.0743,0.126,0.1409,0.1358,0.1455,0.6225,0.1245,0.0455,0.0097,0.0231,-0.0043,0.079020493,0.018291533,0.044371879,-0.008643216,0.4795,1,,,6/5/2019,6/14/2019,4,,,,,,3,0,130,1800,
